DocID,Title,Authors,Category
030238,The Claims of Labour: An essay on the duties of the employers to the employed,"Helps, Arthur, Sir, 1813-1875",H
030239,The Babe in the Bulrushes,"Steedman, Amy",B
030241,The Person and Work of The Holy Spirit,"Torrey, R. A. (Reuben Archer), 1856-1928",B
030250,Five Stages of Greek Religion,"Murray, Gilbert, 1866-1957",B
030252,The Four-Faced Visitors of Ezekiel,"Orton, Arthur W.",B
030256,The Heart of the New Thought,"Wilcox, Ella Wheeler, 1850-1919",B
030295,The Social Work of the Salvation Army,"Lamb, Edwin Gifford, 1878-",H
030306,Religion & Sex: Studies in the Pathology of Religious Development,"Cohen, Chapman, 1868-",B
030323,"The Book of Religions
Comprising the Views, Creeds, Sentiments, or Opinions, of All the Principal Religious Sects in the World, Particularly of All Christian Denominations in Europe and America, to Which are Added Church and Missionary Statistics, Together With Biographical Sketches","Hayward, John, 1781-1869",B
030362,"Paul Gerhardt's Spiritual Songs
Translated by John Kelly","Gerhardt, Paul, 1607-1676; Kelly, John, 1833-1890 [Translator]",B
030370,"Favourite Welsh Hymns
Translated into English","Morris, Joseph, of Narbeth, Pembrokeshire [Translator]",B
030375,The Conflict between Private Monopoly and Good Citizenship,"Brooks, John Graham, 1846-1938",H
030389,The Prayers of St. Paul,"Thomas, W. H. Griffith (William Henry Griffith), 1861-1924",B
030392,Twelve Causes of Dishonesty,"Beecher, Henry Ward, 1813-1887",H
030403,"Hydesville
The Story of the Rochester Knockings, Which Proclaimed the Advent of Modern Spiritualism","Todd, Thomas Olman",B
030410,"Christology of the Old Testament: And a Commentary on the Messianic Predictions, Vol. 1","Hengstenberg, Ernst Wilhelm, 1802-1869; Meyer, Theodore [Translator]",B
030432,A Modern Symposium,"Dickinson, G. Lowes (Goldsworthy Lowes), 1862-1932",H
030440,Byways of Ghost-Land,"O'Donnell, Elliott, 1872-1965",B
030449,The Way to God and How to Find It,"Moody, Dwight Lyman, 1837-1899",B
030459,"The American Missionary — Volume 39, No. 03, March, 1885",Various,B
030499,History of Free Thought in Reference to The Christian Religion,"Farrar, Adam Storey, 1826-1905",B
030506,Anarchism and Socialism,"Plekhanov, Georgii Valentinovich, 1856-1918; Aveling, Eleanor Marx, 1855-1898 [Translator]",H
030509,The Railway Builders: A Chronicle of Overland Highways,"Skelton, Oscar D. (Oscar Douglas), 1878-1941",H
030522,"The Etiquette of Engagement and Marriage
Describing Modern Manners and Customs of Courtship and Marriage, and giving Full Details regarding the Wedding Ceremony and Arrangements","Devereux, G. R. M.",G
030531,"A Vindication of the Seventh-Day Sabbath and the Commandments of God
With a Further History of God's Peculiar People from 1847-1848","Bates, Joseph, 1792-1872",B
030538,New worlds for old: A plain account of modern socialism,"Wells, H. G. (Herbert George), 1866-1946",H
030545,"The A, B, C. With the Church of England Catechism",Unknown,B
030556,Sleep Walking and Moon Walking: A Medico-Literary Study,"Sadger, J., 1867-1942; Brink, Louise, 1876- [Translator]",B
030561,"His Last Week
The Story of the Passion and Resurrection of Jesus in the Words of the Four Gospels","Barton, William E. (William Eleazar), 1861-1930; Soares, Theodore Gerald, 1869-; Strong, Sydney, 1860-1938",B
030563,"The Evolution of the Country Community
A Study in Religious Sociology","Wilson, Warren H. (Warren Hugh), 1867-1937",H
030573,Why I Preach the Second Coming,"Haldeman, Isaac Massey, 1845-1933",B
030579,The Shepherd Of My Soul,"Callan, Charles J. (Charles Jerome), 1877-1962",B
030601,How to analyze people on sight through the science of human analysis,"Benedict, Elsie Lincoln, 1885-1970; Benedict, Ralph Paine, 1874-1941; Lufkin, Raymond, 1897-1978 [Illustrator]",B
030608,Christology of the Old Testament: And a Commentary on the Messianic Predictions. Vol. 2,"Hengstenberg, Ernst Wilhelm, 1802-1869; Meyer, Theodore [Translator]",B
030609,"The Message and the Man:
Some Essentials of Effective Preaching","Jackson, J. Dodd (James Dodd), 1861-1918",B
030610,History of Human Society,"Blackmar, Frank W. (Frank Wilson), 1854-1931",H
030619,"Epistle Sermons, Vol. 3: Trinity Sunday to Advent","Luther, Martin, 1483-1546; Lenker, John Nicholas, 1858-1929 [Translator]",B
030645,"Stories of Boys and Girls Who Loved the Saviour
A Token for Children","Janeway, James, 1636?-1674; Wesley, John, 1703-1791 [Editor]",B
030646,Woman under socialism,"Bebel, August, 1840-1913; De Leon, Daniel, 1852-1914 [Translator]",H
030657,"Sovereign Grace: Its Source, Its Nature and Its Effects","Moody, Dwight Lyman, 1837-1899",B
030675,"Presbyterian Worship: Its Spirit, Method and History","Johnston, Robert",B
030709,God and the World: A Survey of Thought,"Robinson, Arthur William, 1856-1928",B
030718,An Outline of Occult Science,"Steiner, Rudolf, 1861-1925",B
030731,Industrial Conspiracies,"Darrow, Clarence, 1857-1938",H
030740,Men of the Bible,"Moody, Dwight Lyman, 1837-1899",B
030750,The Sex Worship and Symbolism of Primitive Races: An Interpretation,"Brown, Sanger, 1884-1968; Leuba, James H. (James Henry), 1868-1946 [Contributor]",B
030758,"Communism and Christianism
Analyzed and Contrasted from the Marxian and Darwinian Points of View","Brown, William Montgomery, 1855-1937",H
030768,Sowing and Reaping,"Moody, Dwight Lyman, 1837-1899",B
030769,"The Baptist Magazine, Vol. 27, January, 1835","Various; Wightman, George [Editor]",B
030799,The Gnôsis of the Light,"Lamplugh, F.",B
030820,If Your Baby Must Travel in Wartime,"United States. Children's Bureau; Williams, Gluyas, 1888-1982 [Illustrator]",H
030850,"Philippine Mats
Philippine Craftsman Reprint Series No. 1",Philippines. Bureau of Education,H
030866,Analysis of Mr. Mill's System of Logic,"Stebbing, W. (William), 1832-1926",B
030876,Eternal Life,"Drummond, Henry, 1851-1897",B
030879,"The Life of Blessed John B. Marie Vianney, Curé of Ars
With a Novena and Litany to this Zealous Worker in the Vineyard of the Lord",Anonymous,B
030880,Pope Adrian IV: An Historical Sketch,"Raby, Richard",B
030882,God and Mr. Wells: A Critical Examination of 'God the Invisible King',"Archer, William, 1856-1924",B
030888,The American Church Dictionary and Cyclopedia,"Miller, William James, 1850-",B
030899,The Man Who Did Not Die: The Story of Elijah,"Willard, James Hartwell, 1847-",B
030900,The Tyranny of God,"Lewis, Joseph, 1889-1968",B
030908,The Bible in its Making: The most Wonderful Book in the World,"Duff, Mildred, 1860-1932; Hope, Noel",B
030909,The Church: Her Books and Her Sacraments,"Holmes, E. E. (Ernest Edward), 1854-1931",B
030931,The Ethnology of the British Islands,"Latham, R. G. (Robert Gordon), 1812-1888",G
030956,"History of the Great American Fortunes, Vol. I
Conditions in Settlement and Colonial Times","Myers, Gustavus, 1872-1942",H
031018,A Farmer's Wife: The Story of Ruth,"Willard, James Hartwell, 1847-",B
031073,How Department Stores Are Carried On,"Phillips, W. B. (Wesley Briggs)",H
031090,"Inspiration and Interpretation
Seven Sermons Preached Before the University of Oxford","Burgon, John William, 1813-1888",B
031104,The place of anarchism in socialistic evolution,"Kropotkin, Petr Alekseevich, kniaz, 1842-1921; Glasse, Henry [Translator]",H
031108,Violence and the Labor Movement,"Hunter, Robert, 1874-1942",H
031118,"The Long Day: The Story of a New York Working Girl, as Told by Herself","Richardson, Dorothy, 1882-",H
031121,A Calendar of Scottish Saints,"Barrett, Michael, 1848-1924",B
031125,"The Life and Work of Susan B. Anthony (Volume 2 of 2)
Including Public Addresses, Her Own Letters and Many From Her Contemporaries During Fifty Years","Harper, Ida Husted, 1851-1931",J
031142,"On the Nature of Thought
Or, The act of thinking and its connexion with a perspicuous sentence","Haslam, John, 1764-1844",B
031143,Talkers: With Illustrations,"Bate, John",B
031157,"Hymns from the Greek Office Books
Together with Centos and Suggestions","Brownlie, John, 1857-1925",B
031159,"Essentials of Economic Theory
As Applied to Modern Problems of Industry and Public Policy","Clark, John Bates, 1847-1938",H
031163,Are we ruined by the Germans?,"Cox, Harold, 1859-1936",H
031165,The Church Handy Dictionary,Anonymous,B
031169,"The American Missionary — Volume 39, No. 08, August, 1885",Various,B
031171,1931: A Glance at the Twentieth Century,"Hartshorne, Henry, 1823-1897",H
031177,"Ritual Conformity
Interpretations of the Rubrics of the Prayer-Book Agreed Upon by a Conference Held at All Saints, Margaret-street, 1880-1881","Compton, Berdmore, 1820-1908 [Contributor]",B
031186,What Shall We Do Now?: Five Hundred Games and Pastimes,"Fisher, Dorothy Canfield, 1879-1958",G
031193,Manifesto of the Communist Party,"Marx, Karl, 1818-1883; Engels, Friedrich, 1820-1895",H
031196,"Time and Tide by Weare and Tyne
Twenty-five Letters to a Working Man of Sunderland on the Laws of Work","Ruskin, John, 1819-1900",H
031205,The Philosophy of Spinoza,"Spinoza, Benedictus de, 1632-1677; Ratner, Joseph, 1901- [Editor]",B
031214,"Broad-Sword and Single-Stick
With Chapters on Quarter-Staff, Bayonet, Cudgel, Shillalah, Walking-Stick, Umbrella and Other Weapons of Self-Defence","Headley, Rowland George Allanson-Winn, Baron, 1855-1935; Phillipps-Wolley, Clive, 1854-1918",G
031225,The Life and Times of Ulric Zwingli,"Hottinger, Johann Jakob, 1783-1860; Porter, Thomas C. (Thomas Conrad), 1822-1901 [Translator]",B
031234,A History of the English Church in New Zealand,"Purchas, Henry Thomas, 1860-1921",B
031263,"Bark Kathleen Sunk By A Whale
To Which is Added an Account of Two Like Occurrences, the Loss of Ships Ann Alexander and Essex","Jenkins, Thomas H.",G
031270,"The Writings of Thomas Paine, Complete
With Index to Volumes I - IV","Paine, Thomas, 1737-1809; Conway, Moncure Daniel, 1832-1907 [Editor]; Widger, David, 1932-2021? [Editor]",J
031271,"The Writings Of Thomas Paine, Volume III.
1791-1804","Paine, Thomas, 1737-1809; Conway, Moncure Daniel, 1832-1907 [Editor]",J
031275,"Letters to Eugenia; Or, A Preservative Against Religious Prejudices","Holbach, Paul Henri Thiry, baron d', 1723-1789; Middleton, Anthony C. [Translator]",B
031296,The Ethnology of the British Colonies and Dependencies,"Latham, R. G. (Robert Gordon), 1812-1888",G
031302,The Negro: What is His Ethnological Status? 2nd Ed.,"Ariel, 1799-1883",H
031311,"Vocations Explained: Matrimony, Virginity, the Religious State and the Priesthood","Downing, Dennis J.",B
031340,The Colored Girl Beautiful,"Hackley, E. Azalia (Emma Azalia), 1867-1922",B
031341,"Apparitions; Or, The Mystery of Ghosts, Hobgoblins, and Haunted Houses Developed","Taylor, Joseph, 1762?-1844",B
031350,"Bible Studies in the Life of Paul, Historical and Constructive","Sell, Henry T. (Henry Thorne), 1854-1928",B
031352,"Sex-education
A series of lectures concerning knowledge of sex in its relation to human life","Bigelow, Maurice A. (Maurice Alpheus), 1872-1955",H
031354,Death,"Maeterlinck, Maurice, 1862-1949; Teixeira de Mattos, Alexander, 1865-1921 [Translator]",B
031360,"Anthropology
As a Science and as a Branch of University Education in the United States","Brinton, Daniel G. (Daniel Garrison), 1837-1899",G
031363,"British Supremacy & Canadian Self-Government, 1839-1854","Morison, J. L. (John Lyle), 1875-1952",J
031373,Solaris Farm: A Story of the Twentieth Century,"Edson, Milan C.",H
031382,Psychology,"Woodworth, Robert Sessions, 1869-1962",B
031395,Railway Adventures and Anecdotes: Extending over More Than Fifty Years,"Pike, Richard [Editor]",H
031417,Psychic phenomena,"Bennett, Edward T., 1831-1908; Lodge, Oliver, Sir, 1851-1940 [Author of introduction, etc.]",B
031420,La Sorcière: The Witch of the Middle Ages,"Michelet, Jules, 1798-1874; Trotter, Lionel J. (Lionel James) [Translator]",B
031427,"Miscellaneous Writings, 1883-1896","Eddy, Mary Baker, 1821-1910",B
031430,"The Church of England Magazine - Volume 10, No. 263, January 9, 1841",Various,B
031490,"The Religion of Politics
A Sermon Delivered Before His Excellency John Davis, Governor, His Honor George Hull, Lieutenant Governor, The Honorable Council, And The Legislature Of Massachusetts, At The Annual Election, January 5, 1842.","Gannett, Ezra S. (Ezra Stiles), 1801-1871",B
031494,The Young Man in Business,"Bok, Edward William, 1863-1930",H
031500,The Position of Woman in Primitive Society: A Study of the Matriarchy,"Hartley, C. Gasquoine (Catherine Gasquoine), 1867-1928",H
031508,"Euthenics, the science of controllable environment
A plea for better living conditions as a first step toward higher human efficiency","Richards, Ellen H. (Ellen Henrietta), 1842-1911",H
031511,A History of Witchcraft in England from 1558 to 1718,"Notestein, Wallace, 1878-1969",B
031525,"James Gilmour of Mongolia: His diaries, letters, and reports","Gilmour, James, 1843-1891; Lovett, Richard, 1851-1904 [Editor]",B
031529,Modern marriage and how to bear it,"Braby, Maud Churton, 1875?-1932",H
031550,The first essay on the political rights of women,"Condorcet, Jean-Antoine-Nicolas de Caritat, marquis de, 1743-1794; Vickery, Alice Drysdale, 1844-1929 [Translator]",J
031551,Pirates and Piracy,"Herrmann, Oscar; Heydt, Herman A. (Herman August), 1868-1941 [Author of introduction, etc.]; Ehrlich, Frederick [Illustrator]",J
031603,Studies in Prophecy,"Gaebelein, Arno Clemens, 1861-1945",B
031604,"Works of Martin Luther, with Introductions and Notes (Volume I)","Luther, Martin, 1483-1546; Jacobs, Henry Eyster, 1844-1932 [Author of introduction, etc.]; Spaeth, Adolph, 1839-1910 [Contributor]",B
031608,The Lords of the Ghostland: A History of the Ideal,"Saltus, Edgar, 1855-1921",B
031615,Chicago's Black Traffic in White Girls,"Turner-Zimmermann, Jean",H
031622,Optimism: An Essay,"Keller, Helen, 1880-1968",B
031629,Scotland Yard: The methods and organisation of the Metropolitan Police,"Dilnot, George, 1883-1951",H
031647,Kept for the Master's Use,"Havergal, Frances Ridley, 1836-1879",B
031670,"A Discourse for the Time, delivered January 4, 1852 in the First Congregational Unitarian Church","Furness, William Henry, 1802-1896",B
031671,Plain Talks on Avoided Subjects,"Guernsey, Henry N. (Henry Newell), 1817-1885",H
031688,What Shall I Be? A Chat With Young People,"Cassilly, Francis Bernard, 1860-1938",B
031705,The Social Direction of Evolution: An Outline of the Science of Eugenics,"Kellicott, William E. (William Erskine), 1878-1919",H
031717,The Witches of New York,"Doesticks, Q. K. Philander, 1831-1875",B
031721,Elizabeth Gilbert and Her Work for the Blind,"Martin, Frances",H
031732,The Sex Side of Life: An Explanation for Young People,"Dennett, Mary Ware, 1872-1947",H
031768,The Economic Functions of Vice,"McElroy, John, 1846-1929",B
031779,From Bondage to Liberty in Religion: A Spiritual Autobiography,"Ashley, George T. (George Thomas)",B
031790,Family Limitation,"Sanger, Margaret, 1879-1966",H
031791,Training the Teacher,"Schauffler, A. F. (Adolphus Frederick), 1845-1919; Brumbaugh, Martin Grove, 1862-1930; Lamoreaux, Antoinette Abernethy; Lawrance, Marion, 1850-1924",B
031794,Naturalism and Religion,"Otto, Rudolf, 1869-1937; Morrison, William Douglas, 1852-1943 [Editor]; Thomson, J. Arthur (John Arthur), 1861-1933 [Translator]; Thomson, Margaret R. [Translator]",B
031796,"Logic, Inductive and Deductive","Minto, William, 1845-1893",B
031810,The Everett Massacre: A history of the class struggle in the lumber industry,"Smith, Walker C.",H
031829,"A Translation of the New Testament from the original Greek
Humbly Attempted with a View to Assist the Unlearned with Clearer and More Explicit Views of the Mind of the Spirit in the Scriptures of Truth","Haweis, Thomas, 1734-1820",B
031848,"A Proposal for the Better Supplying of Churches in Our Foreign Plantations, and for Converting the Savage Americans to Christianity, By a College to Be Erected in the Summer Islands, Otherwise Called the Isles of Bermuda","Berkeley, George, 1685-1753",B
031861,Almost a Woman,"Wood-Allen, Mary, 1841-1908",H
031872,"The Christian Church in These Islands before the Coming of Augustine
Three Lectures Delivered at St. Paul's in January 1894","Browne, G. F. (George Forrest), 1833-1930",B
031875,An Introduction to the Study of Comparative Religion,"Jevons, F. B. (Frank Byron), 1858-1936",B
031876,The Christian View of the Old Testament,"Eiselen, Frederick Carl, 1872-1937",B
031885,"Bible Myths and their Parallels in other Religions
Being a Comparison of the Old and New Testament Myths and Miracles with those of the Heathen Nations of Antiquity Considering also their Origin and Meaning","Doane, T. W. (Thomas William), 1852-1885",B
031888,Some Conditions of Child Life in England,"Waugh, Benjamin, 1839-1908",H
031903,Anarchism: A Criticism and History of the Anarchist Theory,"Zenker, E. V. (Ernst Viktor), 1865-1940",H
031908,"With the World's Great Travellers, Volume 1","Morris, Charles, 1833-1922 [Editor]; Leigh, Oliver Herbrand Gordon [Editor]",G
031920,The Next Step in Religion: An Essay toward the Coming Renaissance,"Sellars, Roy Wood, 1880-1973",B
031925,The London Pulpit,"Ritchie, J. Ewing (James Ewing), 1820-1898",B
031933,"Landmarks of Scientific Socialism: ""Anti-Duehring""","Engels, Friedrich, 1820-1895; Lewis, Austin [Editor]",H
031941,Rationalism,"Robertson, J. M. (John Mackinnon), 1856-1933",B
031960,The Covenanters of Damascus; A Hitherto Unknown Jewish Sect,"Moore, George Foot, 1851-1931",B
031992,Titanic,"Young, Filson, 1876-1938",G
032006,Modern Substitutes for Christianity,"Muir, Pearson M'Adam, 1846-1924",B
032007,The Spiritualists and the Detectives,"Pinkerton, Allan, 1819-1884",H
032012,"A Narrative of the Shipwreck, Captivity and Sufferings of Horace Holden and Benj. H. Nute
Who were cast away in the American ship Mentor, on the Pelew Islands, in the year 1832; and for two years afterwards were subjected to unheard of sufferings among the barbarous inhabitants of Lord North's island","Holden, Horace, 1810-",G
032016,St. Paul's Epistle to the Ephesians: A Practical Exposition,"Gore, Charles, 1853-1932",B
032022,"A Problem in Greek Ethics
Being an inquiry into the phenomenon of sexual inversion, addressed especially to medical psychologists and jurists","Symonds, John Addington, 1840-1893",H
032027,Banking,"Scott, William Amasa, 1862-1944",H
032033,Vivisection,"Leffingwell, Albert, 1845-1916",H
032118,Child Versus Parent: Some Chapters on the Irrepressible Conflict in the Home,"Wise, Stephen S. (Stephen Samuel), 1874-1949",H
032135,"Maids, Wives, and Bachelors","Barr, Amelia E., 1831-1919",H
032136,A Treatise on Relics,"Calvin, Jean, 1509-1564; Krasinski, Valerian, Count, 1780?-1855 [Translator]",B
032148,International Incidents for Discussion in Conversation Classes,"Oppenheim, L. (Lassa), 1858-1919",J
032157,"Priests, Women, and Families","Michelet, Jules, 1798-1874",B
032158,Rural Wealth and Welfare: Economic Principles Illustrated and Applied in Farm Life,"Fairchild, Geo. T. (George Thompson), 1838-1901",H
032165,"Venerable Philippine Duchesne
A Brief Sketch of the Life and Work of the Foundress of the Society of the Sacred Heart in America",G. E. M.,B
032170,The Last Cruise of the Saginaw,"Read, George H. (George Henry), 1843-1924",G
032176,Witch Stories,"Linton, E. Lynn (Elizabeth Lynn), 1822-1898",B
032252,The Stages in the Social History of Capitalism,"Pirenne, Henri, 1862-1935",H
032259,Modest Remarks upon the Bishop of London's Letter Concerning the Late Earthquakes,Anonymous,B
032278,Seven Graded Sunday Schools: A Series of Practical Papers,"Hurlbut, Jesse Lyman, 1843-1930 [Editor]",B
032299,Women of England,"James, Bartlett Burleigh, 1867-1953",H
032326,Tales of Troy and Greece,"Lang, Andrew, 1844-1912; Ford, H. J. (Henry Justice), 1860-1941 [Illustrator]",B
032355,"With the Children on Sundays
Through Eye-Gate and Ear-Gate into the City of Child-Soul","Stall, Sylvanus, 1847-1915; Burd, C. M. (Clara Miller), 1873-1933 [Illustrator]",B
032368,"Peerless Prestidigitation
Being a collection of entirely new ideas and effects in the fascinating art of modern magic","De Caston, Herbert",G
032371,The Bonadventure: A Random Journal of an Atlantic Holiday,"Blunden, Edmund, 1896-1974",G
032375,Shan Folk Lore Stories from the Hill and Water Country,"Griggs, William Charles, 1867-",G
032384,"An Humble Proposal to the People of England, for the Increase of their Trade, and Encouragement of Their Manufactures
Whether the Present Uncertainty of Affairs Issues in Peace or War","Defoe, Daniel, 1661?-1731",H
032404,Second Thoughts are Best: Or a Further Improvement of a Late Scheme to Prevent Street Robberies,"Defoe, Daniel, 1661?-1731",H
032421,A Man of the World,"Call, Annie Payson, 1853-1940",B
032438,The Book of Courage,"Faris, John T. (John Thomson), 1871-1949",B
032479,The Intelligence of Woman,"George, Walter Lionel, 1882-1926",H
032483,"Sketches of Church History, from A.D. 33 to the Reformation","Robertson, James Craigie, 1813-1882",B
032512,"Historia Amoris: A History of Love, Ancient and Modern","Saltus, Edgar, 1855-1921",H
032533,"The Crime of the Century; Or, The Assassination of Dr. Patrick Henry Cronin","Hunt, Henry M.",H
032534,Neighbors: Life Stories of the Other Half,"Riis, Jacob A. (Jacob August), 1849-1914",H
032547,Essays in Radical Empiricism,"James, William, 1842-1910; Perry, Ralph Barton, 1876-1957 [Editor]",B
032578,Religious Perplexities,"Jacks, L. P. (Lawrence Pearsall), 1860-1955",B
032588,"A Problem in Modern Ethics
Being an Inquiry into the Phenomenon of Sexual Inversion, Addressed Especially to Medical Psychologists and Jurists","Symonds, John Addington, 1840-1893",H
032601,"Legends of Ma-ui—a demi god of Polynesia, and of his mother Hina","Westervelt, W. D. (William Drake), 1849-1939",G
032609,The Children of the Poor,"Riis, Jacob A. (Jacob August), 1849-1914",H
032612,"The Irish Constitution
Explained by Darrell Figgis","Figgis, Darrell, 1882-1925",J
032644,Essays on the Materialistic Conception of History,"Labriola, Antonio, 1843-1904; Kerr, Charles H., 1860-1944 [Translator]",H
032669,"The Story of John Wesley, Told to Boys and Girls","Kirlew, Marianne",B
032673,St. Paul's Epistle to the Romans: A Practical Exposition. Vol. I,"Gore, Charles, 1853-1932",B
032674,St. Paul's Epistle to the Romans: A Practical Exposition. Vol. II,"Gore, Charles, 1853-1932",B
032701,Kant's Theory of Knowledge,"Prichard, H. A. (Harold Arthur), 1871-1947",B
032702,The Romance of the Reaper,"Casson, Herbert Newton, 1869-1951",H
032713,"Women of the Romance Countries (Illustrated)
Woman: In all ages and in all countries Vol. 6 (of 10)","Effinger, John R. (John Robert), 1869-1933",H
032722,"Jewish Theology, Systematically and Historically Considered","Kohler, Kaufmann, 1843-1926",B
032725,Work for Women,"Manson, George J.",H
032727,"Women of Modern France (Illustrated)
Woman: In all ages and in all countries Vol. 7 (of 10)","Thieme, Hugo P. (Hugo Paul), 1870-1940",H
032736,The Bible Story,"Hall, Newton Marshall, 1865-1926; Wood, Irving Francis, 1861-1934",B
032749,The Challenge of the Country: A Study of Country Life Opportunity,"Fiske, George Walter, 1872-1945",H
032753,Croquet: As played by the Newport Croquet Club,Anonymous,G
032756,Some Essentials of Religion,"Roper, John Charles, 1858-1940 [Contributor]; Bidwell, Edward John, 1866-1941 [Contributor]; Cody, John Henry, 1868- [Contributor]; Doull, Alexander John, 1870-1937 [Contributor]; Little, Henry M. [Contributor]; Owen, Derwyn Trevor, 1876-1947 [Contributor]; Smyth, J. Paterson (John Paterson), 1852-1932 [Contributor]",B
032776,Women of the Teutonic Nations,"Schoenfeld, Hermann, 1861-1926",H
032788,More Conjuring: Simple Tricks for Social Gatherings,"Hercat, 1843-1914",G
032830,The State of the Blessed Dead,"Alford, Henry, 1810-1871",B
032838,"The Canadian Curler's Manual
Or, an account of curling, as practised in Canada: with remarks on the history of the game","Bicket, James",G
032841,The Laird o' Coul's Ghost,"Ogilvie, William, 1689?-1729",B
032877,My Dark Companions and Their Strange Stories,"Stanley, Henry M. (Henry Morton), 1841-1904; Buckley, Walter [Illustrator]",G
032883,"Fresh Light from the Ancient Monuments
A Sketch of the Most Striking Confirmations of the Bible, From Recent Discoveries in Egypt, Palestine, Assyria, Babylonia, Asia Minor","Sayce, A. H. (Archibald Henry), 1845-1933",B
032921,Old Hendrik's Tales,"Vaughan, Arthur Owen; Shepherd, J. A. (James Affleck), 1867-1931? [Illustrator]",G
032937,"Women in All Ages and in All Countries, v 1-10: An Index","Lévesque, Rénald [Editor]",H
032968,The Expositor's Bible: The Epistle to the Hebrews,"Edwards, Thomas Charles, 1837-1900; Nicoll, W. Robertson (William Robertson), Sir, 1851-1923 [Editor]",B
032977,From Sea to Sea; Letters of Travel,"Kipling, Rudyard, 1865-1936",G
033014,To The Work! To The Work! Exhortations to Christians,"Moody, Dwight Lyman, 1837-1899",B
033015,"The Overcoming Life, and Other Sermons","Moody, Dwight Lyman, 1837-1899",B
033020,English Costume,"Calthrop, Dion Clayton, 1878-1937",G
033024,"Moody's Stories: Being a Second Volume of Anecdotes, Incidents, and Illustrations","Moody, Dwight Lyman, 1837-1899",B
033049,The Origin of the World According to Revelation and Science,"Dawson, John William, Sir, 1820-1899",B
033076,"Applied Psychology: Driving Power of Thought
Being the Third in a Series of Twelve Volumes on the Applications of Psychology to the Problems of Personal and Business Efficiency","Hilton, Warren, 1874-1958",B
033079,"My Trip Around the World: August, 1895-May, 1896","Hunt, Eleonora",G
033088,Putnam's Handy Law Book for the Layman,"Bolles, Albert Sidney, 1846-1939",H
033111,"The origin of the family, private property, and the state","Engels, Friedrich, 1820-1895; Untermann, Ernest [Translator]",H
033120,The forward pass in football,"Berry, Elmer, 1879-1952",G
033151,"The Expositor's Bible: The Gospel of St. John, Vol. I","Dods, Marcus, 1834-1909; Nicoll, W. Robertson (William Robertson), Sir, 1851-1923 [Editor]",B
033153,American World Policies,"Weyl, Walter E. (Walter Edward), 1873-1919",J
033170,The Itching Palm: A Study of the Habit of Tipping in America,"Scott, William R. (William Rufus), 1886-",H
033180,Book of Hymns for Public and Private Devotion,"Longfellow, Samuel, 1819-1892 [Compiler]; Johnson, Samuel, 1822-1882 [Compiler]",B
033188,Lessons on Manners for School and Home Use,"Wiggin, Edith E.",B
033194,The Warfare of the Soul: Practical Studies in the Life of Temptation,"Hughson, Shirley Carter, 1867-1949",B
033200,The Women of Tomorrow,"Hard, William, 1878-1962",H
033201,"The Complete Club Book for Women
Including Subjects, Material and References for Study Programs; together with a Constitution and By-Laws; Rules of Order; Instructions how to make a Year Book; Suggestions for Practical Community Work; a Resume of what Some Clubs are Doing, etc., etc.","Benton, Caroline French, -1923",H
033214,"The White Queen of Okoyong: A True Story of Adventure, Heroism and Faith","Livingstone, W. P. (William Pringle), 1864-1950",B
033219,Political economy,"Jevons, William Stanley, 1835-1882",H
033223,The Illustrated Self-Instructor in Phrenology and Physiology,"Fowler, O. S. (Orson Squire), 1809-1887; Fowler, L. N. (Lorenzo Niles), 1811-1896",B
033237,"The Call of the World; or, Every Man's Supreme Opportunity","Doughty, William E. (William Ellison), 1873-",B
033247,The Spirit-Filled Life,"MacNeil, John; Murray, Andrew, 1828-1917 [Author of introduction, etc.]",B
033255,"Within Prison Walls
being a narrative during a week of voluntary confinement in the state prison at Auburn, New York","Osborne, Thomas Mott, 1859-1926",H
033260,"Custom and Myth
New Edition","Lang, Andrew, 1844-1912",B
033265,"Woman's Club Work and Programs; Or, First Aid to Club Women","Benton, Caroline French, -1923 [Adapter]",H
033285,Her Royal Highness Woman,"O'Rell, Max, 1848-1903",H
033288,"The Expositor's Bible: The Gospel of St. John, Vol. II","Dods, Marcus, 1834-1909; Nicoll, W. Robertson (William Robertson), Sir, 1851-1923 [Editor]",B
033290,The Door of Heaven: A Manual for Holy Communion,"Burgett, Arthur Edward, 1869-1942",B
033291,"Pitching in a Pinch; or, Baseball from the Inside","Mathewson, Christy, 1880-1925; Wheeler, John N. (John Neville), 1886- [Author of introduction, etc.]",G
033296,Five Young Men: Messages of Yesterday for the Young Men of To-day,"Brown, Charles Reynolds, 1862-1950",B
033310,"On The Principles of Political Economy, and Taxation","Ricardo, David, 1772-1823",H
033318,"The Book of Buried Treasure
Being a True History of the Gold, Jewels, and Plate of Pirates, Galleons, etc., which are sought for to this day","Paine, Ralph Delahaye, 1871-1925",G
033319,Zigzag Journeys in Europe: Vacation Rambles in Historic Lands,"Butterworth, Hezekiah, 1839-1905",G
033331,An Example of Communal Currency: The facts about the Guernsey Market House,"Harris, Joseph Theodore",H
033340,Weighed and Wanting: Addresses on the Ten Commandments,"Moody, Dwight Lyman, 1837-1899",B
033341,"Secret Power; or, The Secret of Success in Christian Life and Work","Moody, Dwight Lyman, 1837-1899",B
033349,The Shepherd Psalm: A Meditation,"Evans, William, 1870-1950",B
033376,A Vindication of England's Policy with Regard to the Opium Trade,"Haines, Charles Reginald",H
